frame,color,cx,cy,x,y,w,h,area
140,red,52.69,563.63,0,540,96,44,1639
140,red,2901.47,590.55,2882,578,41,22,313
140,red,168.15,599.72,160,592,18,16,276
140,red,2882.84,631.87,2868,622,34,20,452
140,red,24.08,708.58,0,684,58,52,2185
140,red,3065.70,911.19,2978,714,134,502,24683
140,red,2704.46,864.17,2644,720,112,261,7658
140,red,109.55,727.32,92,724,37,8,251
140,red,169.63,753.71,164,752,12,5,52
140,red,140.36,759.10,126,756,26,8,101
140,red,19.09,850.50,14,846,10,10,68
140,red,2998.87,935.43,2978,911,43,42,1034
140,red,3115.85,1207.71,3090,1185,42,51,812
140,red,2830.75,1341.20,2748,1200,136,277,22906
140,red,2952.49,1363.17,2886,1210,138,308,27596
140,red,398.97,1376.14,366,1329,68,95,5493
140,red,3344.50,1402.33,3331,1398,27,10,129
140,red,3298.64,1402.87,3293,1400,11,8,45
140,red,3069.21,1423.91,3030,1402,81,46,1244
140,red,3117.35,1413.52,3096,1403,39,24,187
140,red,3190.28,1403.56,3184,1402,14,4,54
140,red,3239.61,1409.35,3227,1404,25,12,127
140,red,3283.13,1425.00,3251,1407,73,40,618
140,red,3352.51,1424.23,3315,1408,64,32,410
140,red,3184.30,1429.00,3174,1419,25,25,140
140,red,3225.05,1436.60,3218,1432,16,10,63
140,red,3322.13,1444.93,3315,1439,13,11,71
140,red,3169.88,1441.76,3163,1440,15,4,51
140,red,3127.40,1455.60,3113,1445,36,23,331
140,red,3347.83,1486.84,3280,1457,99,63,1338
140,red,3168.28,1465.31,3156,1459,25,14,132
140,red,3085.61,1470.13,3081,1464,10,14,67
140,red,3269.62,1486.26,3205,1464,123,53,1560
140,red,3196.43,1479.76,3190,1476,13,10,96
140,red,273.81,1497.47,262,1495,24,6,97
140,red,3117.78,1575.51,2990,1510,347,136,10175
140,red,2887.92,1534.10,2870,1515,35,41,642
140,red,3247.55,1528.73,3232,1526,30,6,131
140,red,3369.28,1534.21,3365,1528,13,13,67
140,red,3355.55,1591.44,3338,1586,41,8,143
140,red,2794.58,1594.92,2784,1593,23,4,72
140,red,3155.07,1623.68,3146,1617,21,16,81
140,red,3101.71,1629.69,3089,1620,26,24,222
140,red,3091.93,1660.16,3072,1648,40,19,293
140,red,3036.29,1677.87,3008,1664,64,30,701
140,red,3101.42,1691.86,3065,1684,76,14,466
140,red,3278.21,1726.70,3222,1712,124,33,1632
140,red,2970.57,1899.46,2955,1894,30,13,173
140,red,2940.74,1923.89,2931,1922,21,4,65
140,red,3349.59,1957.15,3334,1951,28,9,107
140,red,2953.19,1953.88,2946,1952,15,4,48
140,red,3220.46,1955.61,3201,1954,42,4,140
140,red,3106.37,1982.73,3097,1979,19,8,109
140,red,3029.74,1984.51,3008,1980,40,8,136
140,red,3251.12,2006.54,3247,2002,12,8,59
140,red,3334.66,2018.26,3319,2016,33,5,105
140,blue,1089.79,1367.80,1068,1342,44,50,1833
140,blue,2766.42,1374.79,2742,1350,48,48,1747
140,blue,427.69,1791.02,404,1748,47,84,2992
140,blue,3321.22,1802.92,3309,1760,25,82,1035
140,blue,377.12,1771.81,376,1765,4,15,48
141,red,53.74,563.69,0,540,96,42,1621
141,red,154.67,580.33,150,576,10,10,96
141,red,171.69,594.70,162,576,20,36,364
141,red,2870.32,586.66,2865,582,11,10,80
141,red,2887.51,598.87,2875,594,27,11,191
141,red,2864.09,636.31,2850,627,32,19,413
141,red,24.58,708.84,0,684,58,54,2371
141,red,3037.06,910.09,2970,716,119,509,25511
141,red,109.43,727.34,92,724,37,8,251
141,red,145.01,759.99,138,756,15,8,75
141,red,2705.87,890.71,2656,756,97,230,6261
141,red,19.04,850.55,14,846,10,10,67
141,red,3003.53,881.38,3002,876,4,12,47
141,red,2979.55,933.30,2960,913,43,41,890
141,red,3118.74,1208.19,3088,1185,44,51,575
141,red,2906.00,1354.36,2758,1200,353,318,52288
141,red,3107.13,1215.72,3101,1208,12,15,123
141,red,398.95,1376.13,366,1329,68,95,5490
141,red,3344.52,1402.35,3331,1398,27,10,128
141,red,3298.64,1402.87,3293,1400,11,8,45
141,red,3109.08,1408.11,3096,1403,23,15,109
141,red,3144.44,1406.32,3141,1402,8,13,59
141,red,3190.28,1403.56,3184,1402,14,4,54
141,red,3239.45,1409.42,3227,1404,25,12,129
141,red,3282.53,1425.03,3251,1407,70,40,600
141,red,3352.21,1424.13,3314,1408,65,32,408
141,red,3128.28,1421.49,3121,1418,14,9,67
141,red,3189.22,1437.34,3174,1419,29,39,235
141,red,3222.78,1435.51,3218,1432,11,7,45
141,red,3322.13,1444.93,3315,1439,13,11,71
141,red,3170.02,1441.74,3163,1440,15,4,50
141,red,3128.70,1456.63,3112,1445,37,24,295
141,red,3297.07,1447.24,3291,1445,15,5,46
141,red,3164.69,1463.52,3150,1455,31,18,176
141,red,3347.62,1485.88,3280,1463,99,57,1260
141,red,3253.37,1479.18,3205,1464,104,33,1091
141,red,3095.94,1477.44,3088,1475,15,6,52
141,red,3196.46,1479.60,3189,1476,14,10,106
141,red,3307.83,1503.45,3287,1488,41,30,370
141,red,279.12,1497.53,273,1496,13,4,51
141,red,3184.98,1501.02,3178,1497,14,9,47
141,red,3220.34,1514.45,3201,1500,54,22,285
141,red,3117.48,1578.23,2990,1518,347,128,10432
141,red,2889.09,1530.54,2876,1522,30,19,282
141,red,3254.69,1527.93,3232,1525,49,7,190
141,red,2886.80,1553.90,2880,1552,14,6,60
141,red,3090.09,1659.99,3072,1648,41,19,379
141,red,3034.59,1675.74,3004,1659,68,35,796
141,red,3103.49,1691.34,3066,1684,75,14,514
141,red,3288.49,1725.52,3222,1712,147,33,1599
141,red,2970.76,1899.45,2955,1894,30,10,154
141,red,2993.53,1904.47,2988,1901,13,7,51
141,red,2940.74,1923.89,2931,1922,21,4,65
141,red,2953.19,1953.88,2946,1952,15,4,48
141,red,3220.41,1955.68,3201,1954,42,4,148
141,red,3347.85,1957.81,3334,1956,28,4,93
141,red,3106.37,1982.73,3097,1979,19,8,109
141,red,3028.10,1984.92,3006,1980,43,12,154
141,red,3245.72,2006.74,3232,2002,27,8,104
141,red,3271.06,2006.47,3266,2002,12,8,51
141,red,3334.66,2018.26,3319,2016,33,5,105
141,blue,1089.74,1367.89,1068,1342,44,50,1832
141,blue,2766.38,1375.21,2742,1350,48,48,1730
141,blue,427.77,1791.06,404,1748,48,84,3004
141,blue,3321.13,1803.03,3309,1760,24,81,1019
141,blue,377.12,1771.81,376,1765,4,15,48
142,red,59.27,563.10,4,540,92,42,1339
142,red,167.86,586.32,150,564,32,48,612
142,red,2861.75,600.11,2846,588,34,22,275
142,red,2846.53,641.81,2834,632,28,20,371
142,red,65.13,683.41,48,679,32,9,175
142,red,23.69,707.67,0,684,58,54,2369
142,red,3008.50,909.29,2944,719,122,506,25852
142,red,109.64,727.71,92,724,37,8,249
142,red,140.79,759.19,126,756,27,8,105
142,red,2738.76,832.58,2730,822,16,18,170
142,red,19.04,850.55,14,846,10,10,67
142,red,2703.18,932.16,2668,847,79,145,4369
142,red,3118.74,1208.19,3088,1185,44,51,575
142,red,2908.18,1354.33,2779,1202,332,315,51030
142,red,3107.13,1215.72,3101,1208,12,15,123
142,red,398.90,1376.17,366,1329,68,95,5484
142,red,3344.52,1402.35,3331,1398,27,10,128
142,red,3298.64,1402.87,3293,1400,11,8,45
142,red,3116.09,1413.00,3096,1403,40,24,231
142,red,3140.29,1405.89,3125,1402,27,13,121
142,red,3190.28,1403.56,3184,1402,14,4,54
142,red,3239.05,1409.44,3227,1404,25,12,135
142,red,3280.92,1424.16,3251,1407,70,40,570
142,red,3351.80,1423.91,3314,1408,64,32,404
142,red,3214.72,1416.06,3210,1412,12,8,54
142,red,3190.75,1432.80,3173,1419,36,35,299
142,red,3222.78,1435.51,3218,1432,11,7,45
142,red,3322.13,1444.93,3315,1439,13,11,71
142,red,3128.87,1456.22,3113,1445,36,24,334
142,red,3164.23,1463.24,3150,1455,31,19,188
142,red,3347.50,1485.23,3280,1463,99,50,1127
142,red,3244.86,1479.01,3189,1464,106,33,1097
142,red,3322.17,1491.98,3317,1488,11,9,58
142,red,279.12,1497.53,273,1496,13,4,51
142,red,3184.20,1500.50,3177,1496,15,10,54
142,red,3220.53,1514.42,3201,1500,54,22,289
142,red,3298.13,1509.72,3281,1503,34,15,234
142,red,3157.71,1523.71,3151,1518,15,9,63
142,red,3112.49,1577.83,2986,1518,319,128,10387
142,red,2892.03,1525.65,2882,1523,21,6,65
142,red,3254.59,1527.93,3232,1525,49,7,191
142,red,3120.12,1540.53,3114,1539,13,4,51
142,red,2886.69,1554.43,2880,1552,14,6,75
142,red,3322.13,1559.47,3306,1557,31,5,91
142,red,3356.78,1592.05,3338,1591,39,4,120
142,red,3102.18,1631.00,3090,1619,25,26,237
142,red,3087.72,1658.75,3064,1648,49,19,481
142,red,3029.68,1671.34,2998,1653,74,42,926
142,red,3110.39,1690.66,3080,1685,61,12,372
142,red,3286.14,1726.31,3230,1712,132,33,1547
142,red,2975.48,1900.35,2955,1894,46,14,283
142,red,2941.09,1923.91,2931,1922,22,4,69
142,red,2952.68,1953.58,2946,1952,15,4,57
142,red,3219.93,1955.59,3200,1954,43,4,143
142,red,3347.69,1957.65,3334,1956,27,4,98
142,red,3105.50,1983.70,3094,1979,22,8,86
142,red,3030.83,1984.59,3010,1980,39,8,135
142,red,3245.88,2006.74,3232,2002,27,8,104
142,red,3334.85,2018.21,3319,2016,33,5,102
142,blue,1089.73,1367.93,1068,1342,44,50,1829
142,blue,2766.49,1375.40,2742,1350,48,48,1726
142,blue,427.89,1790.86,404,1748,48,84,2982
142,blue,3321.07,1802.58,3309,1760,24,81,976
142,blue,377.27,1771.46,376,1765,4,15,52
143,red,61.17,563.74,0,540,102,44,1592
143,red,170.68,575.45,160,564,22,26,260
143,red,154.71,581.34,150,578,10,8,76
143,red,2844.51,604.86,2830,594,32,20,237
143,red,2829.26,645.00,2818,628,28,28,406
143,red,56.97,681.68,48,679,16,7,63
143,red,23.69,707.67,0,684,58,54,2369
143,red,2981.97,909.78,2904,718,139,508,25538
143,red,109.63,727.96,92,724,37,8,257
143,red,169.88,754.03,164,752,12,6,59
143,red,140.37,759.62,126,756,27,8,136
143,red,11.84,774.47,0,772,25,6,148
143,red,19.83,851.33,16,848,8,8,54
143,red,2723.42,879.45,2710,854,26,53,514
143,red,2712.13,953.75,2681,908,63,89,3341
143,red,3118.74,1208.19,3088,1185,44,51,575
143,red,2907.05,1355.91,2784,1204,327,308,50444
143,red,3107.14,1215.18,3101,1208,12,14,112
143,red,398.93,1376.34,366,1330,68,94,5500
143,red,3114.64,1411.76,3096,1394,40,33,266
143,red,3344.40,1402.39,3331,1398,27,10,131
143,red,3298.64,1402.87,3293,1400,11,8,45
143,red,3137.92,1406.20,3125,1402,27,13,152
143,red,3190.28,1403.56,3184,1402,14,4,54
143,red,3239.41,1409.54,3227,1404,25,12,140
143,red,3280.69,1424.22,3251,1407,70,40,587
143,red,3347.38,1421.15,3314,1408,62,27,310
143,red,3216.59,1416.48,3210,1412,17,9,71
143,red,3176.03,1420.17,3169,1416,13,9,58
143,red,3202.72,1423.39,3196,1421,13,6,46
143,red,3239.18,1426.05,3233,1422,14,9,56
143,red,3191.89,1438.45,3186,1425,13,28,106
143,red,3222.87,1435.50,3218,1432,11,7,46
143,red,3321.72,1445.29,3315,1439,11,11,65
143,red,3169.00,1441.85,3163,1440,13,5,47
143,red,3128.53,1456.25,3113,1445,36,24,323
143,red,3164.23,1463.24,3150,1455,31,19,188
143,red,3347.09,1486.94,3290,1463,89,50,973
143,red,3090.09,1472.92,3081,1464,22,17,117
143,red,3249.15,1479.18,3205,1464,90,33,1039
143,red,2757.42,1477.08,2751,1475,14,5,50
143,red,3194.96,1478.62,3189,1476,14,9,74
143,red,276.39,1497.67,261,1495,31,6,108
143,red,3220.46,1514.69,3201,1500,54,22,311
143,red,3297.76,1509.91,3280,1504,35,14,235
143,red,3157.71,1523.71,3151,1518,15,9,63
143,red,3118.07,1573.64,2986,1518,310,105,9913
143,red,2888.43,1525.00,2878,1522,24,6,63
143,red,3254.55,1528.10,3232,1525,49,7,205
143,red,2974.83,1534.61,2968,1531,16,8,76
143,red,3120.50,1540.50,3115,1539,12,4,48
143,red,2886.80,1553.90,2880,1552,14,6,60
143,red,3353.44,1593.87,3338,1591,39,10,187
143,red,3047.23,1647.88,2988,1619,127,69,3200
143,red,3056.04,1675.72,3042,1672,30,10,114
143,red,3113.87,1690.81,3091,1685,50,12,378
143,red,3286.08,1727.16,3222,1712,140,33,1739
143,red,2977.74,1901.11,2955,1894,46,14,273
143,red,2941.09,1923.91,2931,1922,22,4,69
143,red,3351.30,1956.88,3339,1951,22,9,99
143,red,2952.68,1953.58,2946,1952,15,4,57
143,red,3217.82,1955.52,3200,1954,38,4,130
143,red,2997.80,1967.58,2987,1966,23,5,74
143,red,3103.30,1982.39,3094,1979,19,8,82
143,red,3030.90,1984.56,3010,1980,39,8,135
143,red,3245.46,2006.75,3231,2002,28,8,107
143,red,3334.85,2018.21,3319,2016,33,5,102
143,blue,1089.74,1368.03,1068,1342,44,50,1823
143,blue,2766.52,1375.38,2742,1350,48,48,1724
143,blue,427.52,1790.70,404,1748,47,84,3003
143,blue,3321.00,1802.47,3309,1760,23,81,943
143,blue,377.16,1771.80,376,1765,4,15,49
144,red,57.80,564.71,0,540,102,44,1730
144,red,2828.32,605.78,2816,595,27,19,200
144,red,168.04,603.50,162,596,14,16,208
144,red,2814.82,646.98,2804,638,24,18,353
144,red,56.11,680.89,48,679,16,5,47
144,red,23.62,707.26,0,684,58,52,2317
144,red,2951.66,884.16,2872,714,146,334,21893
144,red,109.63,727.96,92,724,37,8,257
144,red,169.82,753.89,164,752,12,6,55
144,red,140.79,759.19,126,756,27,8,105
144,red,11.84,774.47,0,772,25,6,148
144,red,19.78,851.50,16,848,8,8,54
144,red,2718.47,962.97,2697,928,40,74,2096
144,red,2996.82,1113.50,2973,999,32,229,2020
144,red,3112.89,1210.74,3088,1185,44,51,984
144,red,2903.19,1353.99,2775,1196,323,309,48561
144,red,398.84,1376.17,366,1330,68,94,5447
144,red,3113.72,1411.31,3096,1397,40,29,287
144,red,3344.40,1402.39,3331,1398,27,10,131
144,red,3298.64,1402.87,3293,1400,11,8,45
144,red,3138.55,1406.54,3125,1402,28,13,173
144,red,3190.28,1403.56,3184,1402,14,4,54
144,red,3238.97,1409.40,3226,1404,26,12,145
144,red,3286.48,1421.83,3257,1407,64,31,500
144,red,3347.07,1420.84,3314,1408,58,27,308
144,red,3216.90,1416.76,3210,1412,19,10,67
144,red,3187.46,1422.68,3173,1419,36,10,111
144,red,3239.30,1425.79,3233,1422,14,9,47
144,red,3193.80,1445.22,3188,1436,11,22,91
144,red,3322.13,1444.93,3315,1439,13,11,71
144,red,3122.26,1454.68,3112,1445,22,20,247
144,red,3297.07,1447.24,3291,1445,15,5,46
144,red,3157.51,1459.28,3151,1455,13,11,68
144,red,3018.46,1462.30,3011,1459,16,7,50
144,red,3336.64,1471.41,3295,1463,71,23,437
144,red,3173.92,1468.18,3169,1464,12,9,62
144,red,3248.82,1479.37,3205,1464,86,33,943
144,red,3360.28,1498.29,3327,1466,52,52,591
144,red,3102.20,1479.43,3092,1475,19,13,98
144,red,3196.19,1479.63,3189,1476,14,10,103
144,red,277.90,1497.55,262,1495,30,6,93
144,red,3277.44,1506.06,3271,1501,13,10,48
144,red,3297.78,1509.95,3280,1504,34,14,236
144,red,3206.52,1516.72,3201,1510,16,12,90
144,red,3236.12,1514.38,3221,1510,34,7,113
144,red,3157.48,1523.43,3151,1518,15,9,69
144,red,3181.14,1520.40,3171,1518,23,9,95
144,red,2885.15,1524.72,2878,1523,15,4,47
144,red,3254.87,1528.08,3232,1525,49,7,215
144,red,2971.85,1535.53,2968,1532,10,8,68
144,red,3090.51,1593.43,2966,1535,330,159,13561
144,red,3120.00,1540.56,3114,1539,13,4,50
144,red,3348.65,1595.40,3328,1591,49,12,312
144,red,3086.34,1652.46,3072,1630,32,44,465
144,red,3103.21,1634.34,3098,1631,14,11,62
144,red,3055.76,1675.31,3042,1672,28,8,90
144,red,3113.42,1690.69,3092,1684,49,13,366
144,red,3281.01,1727.52,3222,1716,140,29,1786
144,red,3291.19,1762.69,3283,1761,17,4,48
144,red,2974.98,1900.92,2955,1894,46,14,374
144,red,2940.62,1923.88,2930,1922,23,4,72
144,red,3351.30,1956.88,3339,1951,22,9,99
144,red,3234.56,1955.83,3200,1954,70,10,247
144,red,2998.95,1967.42,2987,1966,24,4,76
144,red,3103.30,1982.39,3094,1979,19,8,82
144,red,3028.70,1984.92,3010,1983,38,5,125
144,red,3335.68,2018.10,3319,2016,33,5,93
144,blue,1089.73,1368.08,1068,1342,44,50,1817
144,blue,2766.58,1375.24,2744,1350,46,48,1727
144,blue,427.34,1791.23,404,1748,47,85,3033
144,blue,3320.77,1802.26,3308,1760,24,81,913
144,blue,377.29,1770.93,376,1764,4,16,56
145,red,70.39,561.71,15,540,89,42,1268
145,red,169.50,606.54,164,596,12,24,224
145,red,2813.98,607.06,2806,604,17,9,114
145,red,2800.17,646.07,2791,637,21,19,303
145,red,181.54,667.02,176,664,14,8,92
145,red,77.50,668.50,64,666,28,6,168
145,red,56.11,680.89,48,679,16,5,47
145,red,23.75,708.00,0,684,58,52,2397
145,red,2927.08,873.64,2841,712,155,328,22606
145,red,109.65,727.79,92,724,37,8,245
145,red,137.49,759.48,123,756,26,8,123
145,red,11.84,774.47,0,772,25,6,148
145,red,2723.15,962.97,2716,942,14,40,357
145,red,2980.37,1018.91,2976,993,11,50,422
145,red,2977.36,1136.11,2960,1079,25,147,834
145,red,3112.36,1211.56,3088,1185,44,50,1087
145,red,2897.57,1349.42,2774,1190,336,308,46588
145,red,398.95,1376.16,366,1330,68,94,5436
145,red,3113.63,1411.44,3096,1397,40,30,254
145,red,3344.63,1402.41,3332,1398,25,10,120
145,red,3140.52,1406.09,3125,1402,27,13,132
145,red,3190.28,1403.56,3184,1402,14,4,54
145,red,3238.97,1409.40,3226,1404,26,12,145
145,red,3288.46,1422.55,3257,1407,64,31,571
145,red,3351.49,1422.05,3318,1409,58,27,300
145,red,3184.57,1422.55,3163,1419,46,10,128
145,red,3239.24,1426.03,3233,1422,14,9,58
145,red,3259.55,1436.14,3252,1432,15,9,49
145,red,3089.41,1443.82,3083,1437,16,11,90
145,red,3193.36,1439.66,3188,1436,11,9,50
145,red,3322.18,1445.40,3315,1439,13,11,57
145,red,3124.69,1455.77,3112,1445,30,22,257
145,red,3297.07,1447.24,3291,1445,15,5,46
145,red,3157.19,1459.22,3151,1455,12,11,64
145,red,3018.02,1462.28,3011,1459,16,7,58
145,red,3351.82,1486.19,3295,1463,84,55,1074
145,red,3174.13,1468.29,3169,1464,12,9,55
145,red,3248.06,1479.13,3205,1465,85,30,895
145,red,3099.35,1477.59,3088,1475,23,6,78
145,red,3196.55,1479.29,3190,1476,13,10,89
145,red,3314.25,1490.25,3298,1488,30,9,108
145,red,3184.16,1499.72,3167,1490,33,20,163
145,red,274.08,1497.02,261,1494,29,7,126
145,red,3304.34,1507.95,3296,1504,18,9,111
145,red,3085.31,1589.78,2948,1510,330,184,15839
145,red,3027.80,1521.75,3024,1515,10,12,55
145,red,3046.17,1529.85,3041,1523,12,13,117
145,red,3254.37,1527.79,3232,1525,49,7,193
145,red,3348.96,1594.90,3328,1591,49,16,289
145,red,3088.57,1649.69,3077,1636,25,30,357
145,red,3059.95,1655.68,3053,1654,16,4,57
145,red,3081.77,1680.89,3073,1676,19,11,105
145,red,3114.48,1692.65,3092,1684,47,20,271
145,red,3287.92,1726.54,3231,1707,146,38,1627
145,red,91.02,1890.67,83,1887,15,10,91
145,red,2974.92,1900.41,2947,1894,54,14,456
145,red,2939.14,1923.86,2930,1922,20,4,63
145,red,3350.06,1956.89,3336,1951,26,9,115
145,red,3212.59,1955.36,3191,1954,45,4,148
145,red,3042.56,1984.09,3007,1979,66,9,241
145,red,3100.76,1984.30,3094,1983,14,4,46
145,red,3366.46,1987.27,3360,1986,15,4,52
145,red,3330.93,2017.03,3307,2011,45,10,191
145,blue,1089.87,1367.88,1068,1342,44,50,1826
145,blue,2766.54,1375.27,2742,1350,48,48,1727
145,blue,428.18,1791.03,405,1748,47,85,3010
145,blue,377.51,1768.92,376,1761,5,19,73
145,blue,3320.85,1802.17,3309,1760,23,81,811
146,red,71.21,560.89,15,540,89,40,1192
146,red,154.38,581.88,150,578,10,8,64
146,red,168.01,605.69,160,596,16,24,276
146,red,2798.49,605.97,2793,603,12,7,63
146,red,2786.20,644.95,2779,636,17,18,227
146,red,181.54,665.02,176,662,14,8,92
146,red,79.50,668.50,64,666,32,6,192
146,red,60.48,681.28,48,679,25,5,75
146,red,23.75,707.41,0,684,58,52,2333
146,red,2903.44,868.54,2812,710,162,326,22693
146,red,109.65,727.79,92,724,37,8,245
146,red,141.91,759.91,136,756,14,8,79
146,red,16.92,774.47,10,772,15,6,89
146,red,2964.45,1023.79,2956,1008,17,31,300
146,red,2957.31,1087.64,2945,1084,20,11,107
146,red,2958.25,1128.45,2956,1110,5,34,120
146,red,3113.13,1212.30,3088,1185,44,51,1183
146,red,2890.36,1345.47,2781,1190,329,300,44266
146,red,399.10,1376.35,366,1330,68,94,5481
146,red,3118.19,1407.87,3086,1394,67,33,480
146,red,3344.58,1402.36,3332,1398,25,10,120
146,red,3190.28,1403.56,3184,1402,14,4,54
146,red,3239.39,1409.65,3227,1404,25,12,136
146,red,3288.42,1422.46,3257,1406,64,32,574
146,red,3351.49,1422.05,3318,1409,58,27,300
146,red,3213.70,1415.43,3210,1412,8,7,46
146,red,3203.80,1424.09,3196,1421,15,9,55
146,red,3238.80,1425.78,3233,1422,14,9,51
146,red,3221.96,1434.77,3216,1430,13,9,52
146,red,3259.55,1436.14,3252,1432,15,9,49
146,red,3124.36,1455.91,3112,1445,31,23,288
146,red,3297.07,1447.24,3291,1445,15,5,46
146,red,3158.00,1458.63,3151,1454,17,10,67
146,red,3321.15,1466.71,3300,1463,44,7,187
146,red,3249.79,1479.19,3206,1464,100,31,982
146,red,3175.33,1469.08,3171,1466,10,7,48
146,red,3364.84,1491.01,3340,1466,39,47,636
146,red,3095.94,1477.44,3088,1475,15,6,52
146,red,3196.60,1479.33,3190,1476,13,11,88
146,red,3321.23,1491.45,3314,1488,14,9,66
146,red,275.68,1496.97,261,1494,35,7,139
146,red,3189.17,1503.11,3177,1496,23,14,99
146,red,3007.99,1560.77,2944,1504,121,110,3808
146,red,3166.32,1563.56,3054,1510,224,95,6653
146,red,3253.87,1514.32,3243,1512,23,5,69
146,red,3044.77,1530.31,3030,1523,30,18,213
146,red,3258.52,1526.87,3236,1525,44,7,117
146,red,2936.75,1586.75,2930,1582,15,11,48
146,red,3351.54,1593.60,3328,1591,51,10,230
146,red,2983.10,1640.50,2912,1593,155,94,3504
146,red,3091.25,1654.75,3087,1647,9,18,87
146,red,3081.58,1681.43,3073,1676,17,11,83
146,red,3113.82,1691.32,3092,1684,47,20,363
146,red,3286.68,1725.98,3231,1712,137,33,1407
146,red,91.09,1890.30,84,1887,14,8,82
146,red,2973.13,1899.88,2948,1892,53,16,393
146,red,2938.16,1923.84,2930,1922,18,4,57
146,red,3351.03,1956.76,3337,1951,26,9,107
146,red,3216.18,1955.44,3200,1954,35,4,117
146,red,3043.05,1983.39,3012,1979,61,9,291
146,red,3230.08,2008.12,3225,2006,13,8,49
146,red,3331.43,2017.33,3307,2012,45,9,175
146,blue,2901.64,695.69,2896,688,12,16,152
146,blue,1089.87,1367.88,1068,1342,44,50,1824
146,blue,2766.61,1375.22,2744,1350,46,48,1714
146,blue,428.28,1791.06,404,1748,48,86,2999
146,blue,377.89,1769.66,376,1761,7,21,88
146,blue,3320.67,1802.88,3309,1760,23,81,870
147,red,71.97,561.61,15,540,87,40,1284
147,red,154.67,580.33,150,576,10,10,96
147,red,168.53,606.12,160,596,20,24,292
147,red,2785.24,604.47,2781,602,9,6,51
147,red,2774.12,644.24,2768,637,16,16,178
147,red,78.50,668.50,64,666,30,6,180
147,red,63.80,681.85,48,679,28,7,120
147,red,23.63,707.26,0,684,58,52,2318
147,red,2881.55,865.37,2786,708,172,325,23084
147,red,110.18,727.87,92,724,38,8,243
147,red,137.85,759.54,123,756,27,8,127
147,red,16.84,774.45,10,772,15,6,88
147,red,2948.73,1025.72,2941,1018,17,18,176
147,red,2936.62,1084.19,2928,1077,17,16,122
147,red,199.88,1091.50,192,1088,20,8,104
147,red,3112.77,1211.58,3088,1185,44,51,1112
147,red,2912.64,1193.69,2910,1186,7,15,74
147,red,2886.23,1344.72,2777,1188,322,294,41870
147,red,399.12,1376.46,366,1330,68,94,5480
147,red,3113.93,1411.79,3096,1397,40,30,285
147,red,3344.94,1402.44,3332,1398,26,10,124
147,red,3139.67,1404.44,3125,1402,27,6,86
147,red,3190.28,1403.56,3184,1402,14,4,54
147,red,3239.41,1409.54,3227,1404,25,12,140
147,red,3284.25,1421.99,3257,1407,65,31,502
147,red,2781.64,1414.05,2776,1409,14,11,61
147,red,3213.70,1415.43,3210,1412,8,7,46
147,red,3353.65,1422.91,3326,1412,50,24,281
147,red,3204.48,1424.69,3196,1421,15,10,61
147,red,3238.73,1425.79,3233,1422,14,9,52
147,red,3225.05,1436.67,3218,1432,16,10,61
147,red,3259.55,1436.14,3252,1432,15,9,49
147,red,3124.18,1455.89,3112,1445,31,23,302
147,red,3317.91,1466.51,3296,1463,48,7,224
147,red,3081.52,1468.50,3076,1465,12,9,46
147,red,3250.20,1479.09,3206,1464,86,33,856
147,red,3175.69,1474.11,3171,1466,11,20,93
147,red,3363.60,1493.98,3340,1466,39,48,644
147,red,3196.95,1480.06,3190,1476,13,11,87
147,red,269.82,1496.46,248,1493,42,8,166
147,red,3184.54,1499.41,3173,1494,22,12,112
147,red,3302.06,1506.06,3297,1503,12,7,51
147,red,3067.63,1578.86,2911,1504,367,172,12791
147,red,3213.76,1514.11,3203,1510,25,12,115
147,red,3041.25,1528.95,3026,1516,29,25,243
147,red,3179.22,1520.70,3168,1517,31,10,192
147,red,3262.88,1526.42,3246,1525,34,4,97
147,red,3076.61,1544.64,3060,1536,29,22,223
147,red,3139.31,1554.64,3135,1552,11,9,58
147,red,2876.66,1576.52,2862,1570,30,15,136
147,red,2956.64,1594.70,2948,1586,21,19,170
147,red,3353.75,1593.18,3338,1586,41,16,216
147,red,2920.38,1596.14,2912,1589,15,16,151
147,red,3091.24,1656.28,3087,1648,8,17,75
147,red,2908.55,1669.91,2896,1667,27,8,119
147,red,2955.17,1682.73,2947,1679,20,8,103
147,red,3114.42,1692.35,3092,1684,50,21,446
147,red,3299.33,1722.53,3239,1712,129,27,998
147,red,3236.12,1736.23,3231,1729,12,16,110
147,red,91.13,1890.38,84,1887,14,8,82
147,red,2978.76,1896.22,2972,1894,14,5,49
147,red,3216.21,1955.50,3201,1954,33,4,114
147,red,3349.50,1957.50,3337,1956,26,4,100
147,red,3130.62,1979.12,3125,1975,12,7,48
147,red,3021.53,1984.87,2994,1983,54,5,175
147,red,3326.00,2016.50,3318,2012,15,8,60
147,blue,2876.25,695.45,2870,688,14,16,179
147,blue,1089.96,1367.99,1068,1342,44,50,1822
147,blue,2766.41,1375.48,2742,1350,48,48,1705
147,blue,428.27,1791.05,404,1748,48,86,2992
147,blue,377.93,1769.58,376,1761,7,21,89
147,blue,3320.88,1802.21,3308,1760,24,81,788
148,red,67.18,561.45,0,540,102,40,1574
148,red,154.67,580.33,150,576,10,10,96
148,red,169.13,612.03,160,600,22,24,456
148,red,2937.06,618.94,2935,602,5,37,125
148,red,2762.06,643.61,2757,638,13,12,116
148,red,176.62,667.56,160,662,32,14,370
